date,applicant ,arrival,asylum ,benefit,border ,control ,business ,citizenship ,compensation ,consulate ,contract ,customs ,deportation ,diaspora ,discriminate ,earning ,economy ,embassy ,emigrant ,emigrate ,emigration ,employer ,employment ,foreigner,GDP,hiring ,illegal ,immigrant ,immigrate ,immigration ,income ,inflation ,internship ,job,labor,layoff,legalization ,migrant,migrate,migration ,minimum ,nationality ,naturalization ,passport,payroll,pension,quota,recession ,recruitment,refugee ,remuneration ,required documents ,salary,Schengen,smuggler ,smuggling,tax,tourist ,unauthorized ,undocumented ,unemployment ,union,unskilled,vacancy,visa,waiver,wage,welfare
9/4/16,55,23,50,83,66,84,67,34,50,60,100,38,15,46,0,55,58,49,0,41,29,41,33,4,34,75,36,41,24,48,43,36,53,49,83,9,8,54,74,54,36,59,61,50,36,45,52,3,92,54,60,47,62,27,60,34,66,78,9,15,27,40,0,74,53,53,32,84
9/11/16,30,20,54,80,69,86,70,31,48,68,94,35,5,42,17,55,57,51,51,34,39,45,31,6,48,51,39,41,30,43,39,49,46,50,55,9,8,39,94,59,35,44,27,45,41,48,52,3,98,55,46,59,65,29,38,43,63,77,17,29,28,40,13,80,50,54,33,79
9/18/16,48,17,61,70,57,81,71,31,53,59,89,38,16,35,57,49,59,54,17,43,38,40,31,6,58,46,38,34,0,36,39,46,63,48,51,17,8,46,77,51,38,56,87,42,44,45,39,4,90,58,34,17,60,22,27,28,64,69,9,14,33,42,19,71,46,51,35,71
9/25/16,42,20,55,80,57,86,72,30,51,59,92,43,3,14,24,76,61,51,65,21,19,47,30,7,44,62,36,39,29,44,40,42,69,49,50,17,15,49,50,70,41,54,72,41,53,52,42,4,88,42,61,63,66,23,16,46,76,61,11,14,28,45,18,73,49,48,43,73
10/2/16,38,15,49,80,59,90,78,33,46,57,83,39,3,38,41,77,69,55,100,22,29,45,32,7,52,61,42,38,18,57,41,56,82,49,55,9,23,49,80,66,44,65,54,42,43,58,91,3,93,59,73,70,61,25,49,29,69,68,5,29,33,44,25,74,50,46,41,72
10/9/16,34,23,54,73,60,92,71,32,50,68,80,33,6,54,48,63,74,50,32,33,28,44,28,6,61,45,38,25,57,47,38,68,90,48,57,4,15,54,59,60,37,61,85,40,41,60,55,3,95,57,68,34,62,26,37,51,64,71,16,0,27,41,6,80,49,50,34,80
10/16/16,37,20,58,73,54,94,70,30,52,57,83,38,9,48,48,63,71,61,0,15,23,47,32,7,50,67,40,53,29,49,43,83,80,48,48,13,22,100,78,55,36,47,33,38,46,57,51,4,97,94,58,69,67,20,26,60,64,60,11,14,31,41,18,70,51,52,32,76
10/23/16,16,25,76,78,59,84,68,26,46,61,83,40,3,57,8,49,65,61,32,36,23,37,30,5,53,46,35,29,17,39,41,55,70,41,51,12,29,66,54,61,36,58,33,34,49,57,42,3,87,88,47,51,57,22,37,23,63,61,11,42,28,43,0,68,50,51,35,71
10/30/16,50,34,68,83,53,94,69,33,45,61,78,28,20,54,40,64,78,59,65,30,28,42,31,2,51,53,38,43,28,50,40,73,88,44,42,8,15,67,46,78,38,55,26,35,39,60,63,4,89,54,54,57,63,20,11,23,71,63,21,14,38,45,24,83,49,55,36,89
11/6/16,38,79,50,87,67,87,70,42,42,49,86,33,9,48,23,43,76,57,31,63,44,47,30,8,71,40,36,43,65,75,40,49,87,44,38,8,56,32,64,79,34,51,43,36,38,54,76,6,84,44,61,16,56,18,20,31,57,59,11,13,39,47,17,71,49,52,30,81
11/13/16,61,100,54,83,61,96,74,26,51,66,88,43,18,46,31,72,72,56,31,32,31,49,31,3,64,47,38,66,38,47,43,74,81,45,41,0,21,42,89,73,32,65,32,35,38,58,65,4,89,47,65,55,63,35,40,13,58,57,11,41,36,45,0,71,47,36,29,77
11/20/16,47,64,57,95,55,96,69,24,46,54,88,37,10,38,68,81,81,48,15,20,26,42,31,3,68,47,34,22,27,46,45,55,70,41,41,4,62,29,75,51,40,59,61,34,38,60,87,4,76,41,57,27,62,22,15,22,60,53,6,26,39,41,0,74,45,50,36,74
11/27/16,50,58,50,90,54,100,72,27,48,55,81,38,7,58,23,79,66,59,15,34,27,44,34,7,59,38,38,45,16,49,41,53,82,42,57,4,14,49,90,84,36,61,69,34,47,54,44,4,78,39,61,27,55,24,50,40,66,52,26,13,36,41,17,60,44,37,31,90
12/4/16,43,42,49,86,53,97,68,30,41,46,79,36,4,52,0,54,64,51,15,23,40,41,30,7,62,41,43,50,38,48,41,57,67,40,50,4,56,38,70,69,32,53,12,33,44,48,100,3,82,46,58,54,57,17,0,35,58,53,11,13,29,40,17,63,44,37,28,72
12/11/16,53,37,53,81,61,86,67,28,45,54,78,46,8,65,40,81,61,52,49,24,23,36,29,4,54,31,35,39,17,44,41,55,64,38,48,13,30,40,69,69,29,53,20,33,31,46,55,4,70,48,41,40,58,22,47,23,58,48,7,0,29,37,18,49,43,31,24,72
12/18/16,31,43,52,85,63,85,56,21,43,41,70,44,10,40,9,66,51,46,18,16,10,32,19,5,41,29,30,38,12,35,32,35,59,30,39,9,0,30,73,42,23,42,35,32,37,43,27,3,58,45,44,56,53,30,11,45,58,41,7,0,15,33,0,42,40,35,24,60
12/25/16,23,42,55,79,54,85,38,24,37,41,59,20,2,40,17,67,46,38,18,55,20,19,13,5,41,31,32,21,18,27,25,24,62,27,41,5,0,20,59,34,20,55,7,34,20,29,50,1,34,38,18,43,41,16,28,25,47,49,5,15,18,27,13,39,39,21,17,47
1/1/17,30,36,52,74,56,84,64,27,44,52,76,42,10,35,38,52,73,54,46,51,9,40,31,5,45,52,40,50,59,41,44,58,74,43,51,8,28,43,53,60,32,52,25,58,44,53,36,4,85,43,83,38,63,29,25,26,71,70,11,0,28,34,34,71,54,48,28,55
1/8/17,50,32,43,76,59,80,72,35,67,67,79,45,11,33,29,80,73,55,0,54,21,50,33,5,53,65,35,33,20,47,52,57,70,46,54,4,7,52,49,69,37,52,64,59,46,65,68,5,97,35,82,61,70,18,33,12,72,63,20,0,38,35,16,69,53,37,35,81
1/15/17,100,49,51,80,60,83,75,42,50,69,83,47,14,52,22,66,73,63,29,27,59,43,32,5,74,67,33,35,31,54,49,72,74,49,50,4,33,25,81,70,35,66,65,63,39,64,49,4,96,45,46,21,75,20,38,29,82,72,12,13,43,37,27,59,53,44,34,80
1/22/17,81,49,70,83,73,84,74,34,49,75,86,50,12,63,30,95,61,61,45,36,35,54,35,6,72,64,45,49,16,55,53,51,97,51,43,8,14,40,91,68,40,59,24,61,54,63,78,3,100,40,53,32,72,21,15,17,87,67,6,52,31,41,17,76,53,52,36,87
1/29/17,81,39,60,76,61,83,78,45,49,70,82,43,15,46,29,77,63,65,44,41,46,53,38,6,59,56,45,91,36,90,49,52,88,49,42,15,20,41,77,76,34,71,82,61,49,71,72,5,99,91,49,61,71,26,5,29,94,70,14,25,36,42,0,55,62,56,31,74
2/5/17,75,38,44,73,61,87,77,41,45,61,81,35,17,44,44,64,73,59,30,42,52,45,35,2,71,57,50,79,58,53,47,54,73,47,50,15,20,58,64,72,38,60,60,60,38,70,43,4,95,53,59,42,69,29,39,73,71,73,8,39,30,44,17,100,54,42,37,82
2/12/17,48,41,55,73,60,78,71,40,45,67,81,32,10,34,36,70,68,62,44,52,47,51,35,8,60,57,44,43,31,57,42,61,81,45,52,19,33,43,44,66,39,43,89,58,44,78,38,3,93,64,74,67,69,28,38,25,69,65,23,26,34,39,22,81,49,69,36,77
2/19/17,62,31,49,75,62,79,72,37,58,63,81,33,7,43,36,95,63,54,58,49,21,49,34,6,60,51,37,53,26,52,46,52,79,47,69,11,27,44,49,90,38,64,29,58,53,79,57,3,92,53,46,31,70,30,33,58,76,63,12,63,36,39,11,77,52,39,37,74
2/26/17,67,32,59,77,64,79,76,48,50,67,81,34,18,38,56,70,77,62,28,31,49,46,34,7,71,54,40,48,5,58,49,57,77,46,58,18,13,42,51,71,37,54,28,60,47,73,55,4,92,48,80,79,70,29,27,40,82,66,8,0,37,42,16,68,54,36,35,85
3/5/17,58,31,48,80,64,89,76,35,55,74,82,34,15,36,28,83,73,56,29,21,53,49,34,10,70,51,39,71,40,56,51,64,83,48,50,11,13,28,70,72,40,55,52,63,52,77,74,4,92,44,60,60,70,28,32,24,82,66,12,12,43,43,16,66,53,40,39,82
3/12/17,56,30,45,81,73,80,72,44,49,86,81,32,14,87,28,72,81,58,29,32,41,45,32,4,84,57,40,38,40,59,46,60,71,49,50,18,7,36,56,72,48,62,76,57,40,71,41,4,84,57,60,71,65,30,33,41,80,64,10,50,39,44,11,78,52,49,48,81
3/19/17,80,41,50,77,64,81,74,35,44,65,75,36,13,66,30,64,77,59,0,58,34,47,35,7,77,50,43,34,42,54,45,74,70,48,51,8,14,27,54,79,51,58,66,56,50,76,50,6,89,51,75,42,68,26,68,51,77,75,8,13,38,40,28,77,51,50,52,80
3/26/17,76,33,44,77,70,78,74,35,45,56,82,39,19,25,30,85,67,61,30,31,47,46,34,6,71,50,43,40,21,45,44,63,54,45,50,4,14,35,62,74,59,58,42,56,61,76,55,4,91,43,69,53,70,32,58,30,92,70,6,52,34,43,11,80,51,43,63,88
4/2/17,60,30,65,79,67,85,70,36,46,100,84,41,10,29,8,55,67,57,15,34,35,48,30,7,59,65,41,46,32,54,46,48,67,43,48,12,21,20,69,60,59,51,49,63,66,65,79,2,84,55,29,48,64,40,50,48,93,77,6,13,31,38,6,73,48,50,56,69
4/9/17,30,28,51,73,64,84,60,29,48,78,75,33,8,26,46,60,54,54,0,6,27,41,27,9,50,52,42,53,27,48,43,55,60,40,64,4,7,25,83,55,45,59,69,52,45,58,36,5,75,44,39,33,59,32,20,44,76,83,15,0,24,35,23,60,46,40,41,57
4/16/17,47,26,45,72,70,79,65,43,38,69,78,36,7,42,38,78,61,58,15,37,26,42,31,7,69,57,45,59,43,53,48,50,50,42,51,8,42,27,49,66,40,63,49,58,43,61,71,3,75,39,86,27,63,28,25,26,77,75,4,0,37,36,17,63,54,24,35,77
4/23/17,55,18,50,81,59,83,73,31,42,69,80,38,7,58,43,84,71,57,29,35,21,50,34,5,62,49,40,46,20,44,47,58,61,45,48,15,20,26,55,77,40,60,29,55,56,67,64,5,86,53,73,36,69,28,38,58,87,74,10,13,47,38,27,86,46,46,41,89
4/30/17,31,24,51,70,64,84,67,35,48,70,77,32,3,31,29,76,66,53,15,19,30,42,29,6,56,68,45,39,42,46,45,48,47,43,65,11,7,26,59,81,36,50,12,56,39,61,65,6,76,40,93,52,60,34,53,42,80,78,10,13,38,35,33,71,49,50,35,74
5/7/17,29,20,52,77,66,83,70,37,46,56,84,36,10,84,37,74,74,61,0,19,47,50,34,8,69,48,48,36,26,51,48,65,48,46,72,27,20,45,62,72,39,48,12,62,53,61,81,5,89,55,96,52,69,35,39,38,78,71,4,26,31,43,17,73,53,41,36,81
5/14/17,25,19,45,69,63,84,68,39,51,56,83,35,13,47,30,67,66,60,15,25,39,45,30,7,57,67,44,46,16,53,48,78,55,44,62,16,28,32,49,65,38,46,37,56,50,60,59,4,82,43,63,53,66,36,44,39,76,75,11,13,36,36,6,86,45,39,36,72
5/21/17,26,20,51,69,55,84,64,26,50,85,73,35,12,43,24,61,57,52,48,27,55,42,30,6,68,47,36,56,22,48,41,42,61,41,57,8,7,36,72,71,33,50,32,51,42,54,41,3,78,42,60,34,59,36,21,68,74,71,16,0,34,39,6,67,47,46,33,77
5/28/17,43,21,45,87,58,74,57,27,54,62,74,34,6,36,16,60,63,60,47,35,40,35,26,5,69,59,39,34,16,48,41,46,57,38,59,16,7,33,38,56,36,52,51,56,46,53,65,4,72,36,55,49,58,27,41,36,80,70,9,14,30,36,18,64,48,36,33,75
6/4/17,22,15,40,83,58,74,64,31,51,69,72,37,13,25,30,44,65,65,0,70,39,47,27,4,65,60,42,45,42,62,40,54,48,44,77,8,14,38,52,78,35,70,36,57,37,53,70,6,77,39,34,37,60,38,29,51,73,66,11,13,32,39,11,66,49,54,33,82
6/11/17,33,17,47,72,56,77,66,32,53,74,73,42,17,50,16,66,55,63,47,38,45,41,28,11,53,63,35,25,17,42,37,68,46,46,54,0,14,31,47,50,36,54,38,59,42,50,29,4,80,45,36,39,68,24,36,36,67,74,16,0,26,37,24,69,46,20,35,82
6/18/17,30,21,39,68,58,85,65,32,51,54,70,41,9,22,30,59,51,53,31,40,40,50,27,7,53,62,47,31,27,48,39,46,41,45,51,16,14,23,73,58,38,51,43,56,41,50,40,3,85,68,51,43,64,32,35,52,68,76,22,13,21,37,11,83,49,30,37,99
6/25/17,41,20,42,68,62,74,65,39,66,66,76,38,3,20,16,66,57,57,31,44,22,49,27,33,54,63,36,49,44,39,39,39,38,47,49,8,7,27,49,51,41,49,57,60,53,57,45,4,82,37,42,33,63,35,35,36,79,71,15,27,25,37,41,64,50,45,38,65
7/2/17,18,22,41,72,59,76,62,31,60,61,80,40,6,43,8,51,59,58,16,18,50,45,28,13,51,71,46,38,28,39,39,48,45,46,56,8,15,40,81,68,40,56,45,59,45,51,33,3,80,36,83,39,70,30,31,41,76,83,7,14,25,36,12,72,56,33,36,69
7/9/17,50,22,46,67,54,81,62,32,56,63,84,33,10,35,31,68,73,61,31,17,22,45,26,7,40,58,42,39,16,43,40,43,44,43,52,8,0,35,68,55,39,93,44,56,46,56,36,3,88,33,42,54,63,44,20,35,72,82,11,13,24,33,0,89,50,46,33,64
7/16/17,40,18,39,68,58,75,61,33,65,59,77,39,4,36,31,61,49,53,46,26,31,45,30,9,42,61,39,28,33,45,40,69,43,44,62,8,35,29,68,57,36,69,44,56,41,78,72,4,82,29,45,44,80,34,35,31,71,87,26,40,15,32,23,77,50,62,35,66
7/23/17,37,18,33,70,69,73,63,33,51,59,79,36,6,35,30,73,52,60,31,31,13,46,32,6,45,53,38,28,27,40,44,35,47,43,51,0,28,31,75,40,34,39,37,57,52,60,56,3,87,23,48,59,69,41,45,57,79,82,6,13,18,34,6,65,53,58,34,59
7/30/17,12,21,46,71,67,80,60,33,50,65,83,38,12,44,22,75,56,58,30,19,26,38,24,8,43,61,37,52,32,45,44,47,31,41,54,8,7,14,54,38,37,45,42,59,39,64,39,2,82,29,75,53,65,100,19,26,82,83,11,0,18,35,11,51,51,64,35,56
8/6/17,30,19,46,66,69,77,62,29,50,72,85,38,6,45,0,62,53,54,0,23,13,42,28,6,38,58,37,35,27,43,36,43,51,42,48,4,7,42,64,52,33,53,43,54,41,56,32,3,80,29,77,49,63,41,40,53,67,87,9,27,19,35,0,64,51,52,31,60
8/13/17,37,26,45,63,64,73,63,31,52,60,72,38,10,29,8,61,53,55,15,45,4,42,24,8,33,61,38,30,21,38,37,55,46,40,57,4,0,25,69,29,35,62,49,49,38,60,40,2,81,22,48,27,66,29,40,22,66,73,4,27,20,33,11,52,51,39,34,72
8/20/17,50,27,43,71,56,77,63,35,46,64,74,31,11,26,100,74,59,56,0,26,13,40,27,7,48,59,38,28,27,41,37,38,56,41,70,0,21,29,52,64,36,55,31,48,56,57,36,3,82,27,65,27,69,28,25,31,69,82,13,0,24,34,6,65,49,59,31,64
8/27/17,36,21,45,64,58,75,59,30,49,57,72,28,11,30,31,70,55,50,32,18,27,35,22,7,45,76,38,34,28,41,36,34,47,40,83,4,14,26,67,53,35,55,38,43,51,53,70,2,69,32,33,44,66,21,67,63,73,72,4,0,17,38,12,61,48,44,34,84
9/3/17,37,21,39,80,60,82,72,40,54,60,81,42,9,29,30,48,62,53,15,28,26,53,32,8,53,68,37,53,32,48,41,47,45,46,75,4,21,26,55,44,38,54,68,49,41,58,32,3,88,34,51,48,73,20,44,61,74,74,19,13,22,42,6,73,51,47,35,62
9/10/17,44,18,40,72,55,84,70,31,71,67,90,37,7,44,37,76,60,49,15,17,34,49,30,11,57,61,35,18,42,44,39,75,46,46,62,12,7,41,69,57,38,46,78,47,39,57,70,3,85,33,47,68,67,26,44,13,68,71,8,39,32,39,11,71,51,62,33,77
9/17/17,71,21,36,75,62,87,76,36,65,64,83,37,16,44,30,68,63,51,15,33,26,44,31,10,48,55,41,20,10,45,40,39,57,44,48,0,7,36,77,46,38,63,24,45,46,57,47,4,92,36,75,58,70,21,34,30,65,69,19,0,24,43,6,57,49,64,32,68
9/24/17,35,17,47,76,58,78,72,37,52,57,85,34,4,33,0,72,68,44,0,27,25,47,28,11,57,54,39,28,20,40,40,52,51,42,36,15,33,25,79,58,40,56,41,41,59,59,45,4,87,32,45,36,73,29,28,25,75,63,6,13,30,42,11,64,47,49,36,78
10/1/17,38,19,31,71,57,85,77,32,56,56,88,38,11,31,65,80,68,47,0,19,29,46,28,16,73,49,44,42,26,40,40,38,72,46,48,19,60,31,55,61,35,59,24,42,46,60,76,3,91,42,52,52,70,20,57,42,74,63,25,13,24,39,16,71,54,58,31,81
10/8/17,34,17,36,72,63,90,78,37,54,62,83,34,11,37,29,59,73,56,15,30,30,44,31,26,56,46,44,41,16,44,43,66,89,46,49,15,13,32,86,63,36,49,36,44,49,58,77,4,95,39,80,68,73,20,29,21,66,65,21,0,30,49,17,78,50,40,33,84
10/15/17,42,17,45,74,60,83,73,32,51,63,82,35,8,39,14,65,68,48,14,27,25,46,31,25,62,44,37,36,20,42,42,84,86,43,49,7,0,20,84,52,35,50,52,38,40,65,67,4,89,40,60,46,67,30,19,25,64,61,22,25,30,46,16,56,50,33,34,80
10/22/17,45,13,50,73,55,84,68,27,48,63,86,35,8,67,14,59,68,52,0,19,25,43,29,24,66,55,38,63,46,42,38,48,92,42,45,0,27,19,79,55,33,55,35,39,51,64,45,3,78,30,76,15,66,26,19,54,64,56,14,13,29,44,22,56,50,51,31,80
10/29/17,31,17,38,76,55,86,71,37,46,58,86,33,7,43,29,64,67,57,15,14,13,48,30,14,64,47,44,49,26,47,43,59,92,43,40,7,20,21,92,58,38,63,41,36,44,59,57,3,80,38,73,56,67,25,33,46,71,50,16,25,23,40,0,66,51,39,31,72
11/5/17,30,16,44,79,63,91,75,32,48,60,88,37,8,27,14,80,77,58,58,24,21,47,30,16,63,52,39,64,10,42,47,60,81,45,52,11,26,23,56,72,42,53,29,38,40,63,64,5,84,49,51,35,69,33,28,66,70,51,14,38,29,46,32,64,50,37,44,77
11/12/17,65,13,41,83,61,87,74,31,35,61,85,29,7,51,14,63,71,55,14,32,41,47,28,13,62,56,41,39,30,47,43,61,67,42,42,18,26,25,68,71,39,64,34,37,49,58,63,3,86,34,68,40,65,27,23,28,63,47,18,12,34,47,5,62,47,44,34,81
11/19/17,43,17,46,87,61,93,67,32,37,55,87,36,9,55,27,64,64,51,14,28,20,39,30,13,67,45,36,35,10,42,44,52,84,40,50,7,6,26,59,61,43,52,33,32,47,63,57,4,75,38,49,63,64,30,31,24,69,45,12,12,28,45,10,52,44,34,39,90
11/26/17,44,22,44,83,69,92,68,45,47,50,82,39,7,45,14,73,68,50,72,27,21,46,31,25,64,44,33,47,20,36,41,67,70,39,48,11,13,34,70,71,40,66,12,34,46,60,52,4,75,46,90,30,65,24,56,41,69,47,18,25,36,43,0,51,44,40,33,77
12/3/17,57,17,48,80,73,95,69,32,41,52,84,41,6,58,15,63,68,58,29,25,17,35,28,28,61,44,36,46,31,41,45,56,56,38,50,11,40,36,76,76,35,48,36,33,39,56,57,4,71,35,46,36,60,29,24,38,63,40,12,0,32,40,6,70,44,42,29,76
12/10/17,33,17,50,80,54,86,62,29,58,33,74,39,9,22,22,56,63,55,44,27,21,42,28,37,58,37,42,32,21,42,42,67,51,36,46,11,0,30,44,57,35,53,24,31,38,49,42,4,73,34,61,52,59,17,5,38,58,45,6,13,23,35,6,58,40,26,27,72
12/17/17,31,18,53,88,62,82,56,26,41,39,72,30,6,43,39,61,41,46,0,18,27,36,23,100,32,48,35,29,17,38,39,51,47,31,57,8,0,25,41,46,31,41,19,47,41,52,37,3,68,28,50,39,61,23,21,45,61,41,11,28,21,35,24,41,39,33,26,64
12/24/17,19,15,73,73,50,82,33,20,34,44,63,29,5,21,8,46,48,44,16,15,19,19,13,88,39,18,33,20,29,25,30,39,43,26,45,8,15,13,51,28,23,52,20,39,18,30,30,1,30,24,31,46,42,14,32,61,47,51,7,0,16,26,6,37,38,20,19,30
12/31/17,37,17,49,70,54,80,61,35,46,52,74,38,7,42,14,75,64,53,29,35,25,34,24,69,45,49,35,26,30,42,39,51,57,40,47,4,13,18,67,58,33,52,17,58,36,58,37,2,75,24,45,35,64,20,14,53,73,63,16,0,22,33,16,62,51,43,31,68
1/7/18,61,15,51,79,56,87,73,42,48,55,86,38,9,50,62,79,72,100,14,47,36,45,33,36,67,52,46,39,24,45,52,58,100,49,44,11,32,26,61,58,39,51,51,65,39,71,65,4,96,34,52,74,76,30,41,56,77,63,4,12,29,38,31,73,57,51,34,85
1/14/18,56,15,50,75,66,85,74,33,44,66,85,37,4,66,34,67,71,64,55,41,36,47,34,25,65,56,40,42,29,42,51,60,82,49,53,21,31,35,66,69,39,58,67,58,44,71,39,4,94,42,78,44,74,31,62,43,77,77,14,24,26,38,15,76,56,31,37,84
1/21/18,83,16,53,79,59,83,72,34,38,65,90,41,11,52,27,70,71,60,28,26,28,56,35,33,65,59,36,58,34,44,49,61,80,49,53,11,6,23,50,66,40,59,39,63,45,74,71,4,95,43,66,39,81,26,45,20,83,72,12,0,35,39,21,77,50,41,40,87
1/28/18,68,15,40,77,62,83,76,36,41,67,85,41,15,38,34,69,70,66,41,51,28,48,33,20,60,58,37,37,39,39,51,56,74,45,51,7,19,34,43,63,39,60,34,74,50,80,57,3,90,42,66,54,79,33,27,55,97,65,12,0,31,46,5,69,53,26,36,72
2/4/18,56,14,42,73,68,80,75,32,46,84,85,49,6,45,56,61,78,60,57,56,49,38,33,14,75,54,42,57,20,38,43,62,69,47,40,18,32,50,61,73,40,57,92,63,43,73,85,5,90,35,62,70,74,30,41,20,74,66,14,37,31,46,5,75,52,34,37,76
2/11/18,84,16,55,72,61,76,67,32,38,62,75,39,10,57,57,60,62,53,14,21,33,44,31,17,59,54,35,38,30,42,40,62,81,41,42,7,32,28,59,68,39,59,69,62,46,64,48,3,85,30,74,65,71,34,28,24,67,65,16,0,27,40,11,54,48,35,32,82
2/18/18,73,15,52,73,59,82,73,40,40,68,73,35,8,44,35,67,66,56,14,16,40,57,32,14,49,48,49,34,20,39,46,63,61,46,42,7,32,25,49,64,40,64,57,62,49,72,66,4,90,32,56,54,75,28,41,44,73,65,2,12,33,40,11,63,49,34,35,88
2/25/18,78,17,45,65,67,83,66,35,58,62,75,59,10,39,0,60,62,53,27,44,11,47,28,23,54,42,36,51,23,41,38,50,70,41,41,7,24,34,55,54,39,50,27,53,51,60,59,4,72,37,47,56,63,32,39,27,77,57,15,12,34,41,20,59,46,26,31,80
3/4/18,79,13,53,75,72,79,72,37,67,47,84,37,9,38,28,63,72,56,0,36,40,50,32,11,58,49,41,40,44,45,45,57,75,45,55,4,13,27,70,73,46,49,84,62,48,74,54,5,86,37,61,54,71,32,45,48,75,56,12,48,35,43,26,68,53,46,42,84
3/11/18,61,15,55,73,70,77,74,35,47,64,82,33,12,67,41,57,70,62,0,28,36,49,30,13,69,59,40,47,29,40,44,71,67,48,46,7,0,32,38,78,46,49,39,63,52,76,86,4,82,38,67,64,76,36,32,32,74,62,10,24,25,42,10,67,50,32,42,84
3/18/18,58,18,45,73,64,87,74,34,55,58,90,37,11,80,28,53,71,64,43,42,16,50,31,15,70,43,37,45,30,44,47,74,63,46,56,15,19,20,68,61,48,63,63,76,52,80,66,4,89,30,86,40,76,27,32,24,80,74,16,0,32,38,5,69,53,45,43,70
3/25/18,64,18,50,77,68,80,67,43,43,60,78,32,10,34,36,60,64,58,15,41,50,43,26,16,49,44,41,41,5,36,42,60,67,40,46,4,20,17,45,59,53,60,35,66,56,70,49,5,71,25,40,46,68,26,38,38,82,65,12,0,25,37,11,60,48,52,49,75
4/1/18,52,17,55,64,66,79,59,32,47,70,71,34,14,46,0,64,61,54,29,49,8,45,25,15,47,55,40,35,31,42,44,60,50,40,42,7,20,27,58,48,77,54,23,60,54,75,75,2,72,22,49,61,66,24,57,21,89,70,14,38,19,39,5,50,53,32,78,63
4/8/18,48,15,50,67,64,80,68,37,44,66,77,36,5,50,42,68,63,53,0,23,16,46,32,11,50,69,41,39,25,41,43,61,48,44,48,7,32,27,64,66,64,51,68,61,54,71,58,4,83,36,73,64,70,35,45,28,85,65,16,24,25,37,11,59,51,43,60,74
