date,applicant ,arrival,asylum ,benefit,border ,control ,business ,citizenship ,compensation ,consulate ,contract ,customs ,deportation ,diaspora ,discriminate ,earning ,economy ,embassy ,emigrant ,emigrate ,emigration ,employer ,employment ,foreigner,GDP,hiring ,illegal ,immigrant ,immigrate ,immigration ,income ,inflation ,internship ,job,labor,layoff,legalization ,migrant,migrate,migration ,minimum ,nationality ,naturalization ,passport,payroll,pension,quota,recession ,recruitment,refugee ,remuneration ,required documents ,salary,Schengen,smuggler ,smuggling,tax,tourist ,unauthorized ,undocumented ,unemployment ,union,unskilled,vacancy,visa,waiver,wage,welfare
2016-08-14,14,11,25,60,22,77,59,23,64,37,53,65,6,38,16,24,42,48,24,0,10,49,86,2,25,45,50,9,8,14,49,39,40,34,25,34,3,5,20,10,44,63,57,65,32,50,33,3,56,17,25,9,71,21,12,7,28,70,44,9,4,58,0,65,57,61,36,57
2016-08-21,21,7,22,80,23,81,67,23,70,40,53,69,16,30,30,23,53,44,15,8,19,45,78,4,37,49,51,6,0,18,50,50,47,35,39,20,4,2,33,14,43,49,22,69,27,56,27,3,93,12,36,25,81,7,12,7,30,73,37,18,4,59,0,54,60,51,32,73
2016-08-28,16,8,26,90,24,84,65,22,79,46,64,67,18,32,7,31,53,42,11,15,18,47,76,2,37,54,60,9,10,22,55,51,40,37,69,15,5,9,44,9,43,45,18,66,33,58,30,4,77,8,34,16,82,10,11,84,28,59,70,14,4,62,36,76,61,48,36,74
2016-09-04,20,8,26,79,22,76,59,21,58,33,58,76,15,18,36,16,65,41,25,15,37,42,81,2,32,46,53,9,7,17,51,47,41,34,90,16,1,2,42,10,50,48,40,63,24,37,48,4,78,10,81,16,77,16,56,72,28,68,41,14,4,61,0,39,60,47,34,63
2016-09-11,33,7,31,69,18,80,66,26,94,38,70,72,5,21,42,25,60,44,11,14,44,41,75,5,35,40,41,12,17,17,57,55,55,35,14,22,5,2,39,10,44,41,51,56,27,53,25,5,77,11,22,39,78,12,43,57,30,64,54,7,4,58,0,33,61,79,34,65
2016-09-18,18,6,34,73,18,84,62,31,70,41,58,79,7,14,28,37,56,42,13,22,71,44,81,2,40,50,48,10,7,16,54,47,48,34,12,16,6,7,49,12,49,34,49,67,31,57,51,4,84,16,11,31,82,16,22,50,28,52,39,12,4,56,18,58,54,71,32,67
2016-09-25,21,8,34,78,18,85,69,30,82,37,62,76,7,100,56,37,55,45,27,14,80,46,77,3,51,41,52,13,29,19,57,68,45,34,13,10,8,8,57,11,48,41,41,61,24,51,47,4,69,15,11,23,81,9,43,44,31,64,44,14,4,59,0,62,56,67,37,66
2016-10-02,16,6,45,89,18,81,64,21,74,35,54,47,14,38,21,37,60,46,21,0,44,47,80,4,48,47,60,10,7,17,64,61,62,36,13,14,4,13,48,16,47,44,31,57,28,61,50,8,85,15,22,54,74,18,32,12,36,65,39,17,4,58,17,45,61,72,37,77
2016-10-09,24,7,37,77,22,75,66,22,76,48,54,91,7,33,34,48,58,44,10,0,43,41,69,3,50,48,50,12,7,17,57,62,57,32,11,16,7,6,45,13,43,41,37,58,26,45,49,8,61,15,11,37,82,6,42,24,34,61,33,22,4,54,17,56,54,53,36,79
2016-10-16,16,9,40,99,19,79,63,21,79,34,58,83,9,27,55,47,60,48,13,28,26,47,78,3,80,45,51,13,16,15,58,65,51,34,12,15,10,6,46,13,48,37,40,55,24,49,42,6,64,11,76,30,82,12,42,31,33,72,34,24,3,56,17,73,55,65,31,78
2016-10-23,22,11,40,92,20,83,65,26,87,33,56,65,14,23,40,40,54,53,18,0,34,46,71,2,61,44,52,10,14,15,60,49,56,32,14,15,10,8,49,12,46,42,42,58,27,54,65,6,66,13,32,44,81,18,31,36,31,66,75,17,4,54,33,71,55,68,35,66
2016-10-30,28,12,30,72,21,83,66,28,82,34,50,78,16,30,48,59,55,37,13,14,9,57,68,5,43,41,62,14,17,16,58,53,51,32,12,22,9,9,32,8,47,44,28,59,29,45,63,5,60,10,33,23,85,12,32,25,32,60,34,8,5,56,17,78,56,56,36,75
2016-11-06,26,70,26,73,25,83,62,71,65,39,48,79,82,16,26,26,84,38,5,100,57,47,58,4,54,44,98,21,100,65,54,57,48,29,11,22,100,11,56,13,50,39,33,62,21,100,51,8,44,14,10,21,76,17,10,35,37,47,63,34,4,57,0,23,63,53,39,100
2016-11-13,20,100,36,78,24,82,61,33,58,45,53,80,80,26,80,27,60,47,5,56,77,52,72,1,56,45,82,28,30,32,58,67,55,33,12,22,14,8,45,14,54,46,52,64,30,50,57,8,91,17,53,15,86,15,10,24,32,65,42,57,4,55,0,64,56,56,42,86
2016-11-20,19,91,16,69,20,72,52,21,48,31,44,50,25,41,28,27,39,40,13,7,9,32,50,4,41,32,59,10,17,19,45,44,38,27,9,7,5,5,25,8,38,47,18,53,21,47,38,6,53,10,11,8,67,12,22,32,26,53,34,24,3,53,18,100,52,48,31,58
2016-11-27,8,52,19,94,21,85,67,26,72,43,49,60,25,60,25,37,62,40,7,26,49,51,76,3,58,42,66,19,11,20,57,58,74,35,13,11,6,9,43,13,53,33,38,61,29,50,39,7,84,16,30,28,81,11,49,29,35,49,40,30,5,60,0,61,60,79,46,82
2016-12-04,19,47,24,90,21,85,68,22,80,39,64,79,25,44,38,38,61,44,5,26,72,48,68,3,61,41,61,14,15,21,59,72,49,32,14,16,5,8,46,15,54,37,28,58,32,46,61,9,62,14,40,35,80,20,29,29,35,52,62,23,5,57,0,49,65,50,42,72
2016-12-11,26,35,22,79,21,84,62,28,72,32,51,99,12,29,13,26,68,37,15,27,67,39,59,4,49,37,55,14,16,19,59,91,56,31,13,12,7,8,44,14,50,44,41,55,31,39,32,9,53,12,52,80,79,17,60,47,34,54,37,15,5,59,16,54,66,45,43,72
2016-12-18,14,36,23,57,21,83,53,20,67,28,41,79,18,31,14,21,44,43,5,7,18,43,56,2,32,37,51,10,5,11,46,57,55,25,10,9,4,4,29,9,44,39,29,55,23,47,17,2,45,11,11,24,65,19,33,38,30,56,35,12,4,61,0,51,58,33,33,46
2016-12-25,9,31,28,59,27,70,47,23,58,32,41,64,6,18,22,11,30,47,11,0,46,33,55,3,24,40,42,5,5,11,50,35,41,24,9,12,3,4,23,7,57,36,30,69,32,39,31,4,55,8,0,24,67,10,22,26,31,64,31,10,4,57,0,35,55,30,51,55
2017-01-01,35,30,31,61,21,77,64,27,81,45,53,70,14,27,20,21,41,45,13,0,0,55,75,5,33,49,51,9,7,14,62,40,68,34,10,18,9,5,46,9,100,45,35,77,39,65,21,5,66,8,22,23,86,12,42,19,41,68,39,15,5,57,17,57,65,42,87,77
2017-01-08,19,21,27,70,25,79,70,28,96,49,47,56,21,28,32,14,56,49,15,13,73,63,84,7,47,54,45,9,2,17,67,47,84,37,13,24,3,7,39,13,67,37,19,74,33,55,42,3,61,8,40,49,92,20,39,17,45,59,36,17,6,58,16,75,69,36,56,61
2017-01-15,29,23,29,72,24,83,67,30,93,36,51,70,15,47,32,50,51,41,10,20,49,65,91,4,53,55,54,17,9,20,75,54,73,35,14,21,5,7,37,10,63,53,50,79,32,61,62,6,52,16,10,28,86,17,59,12,51,66,50,17,5,54,16,50,62,40,53,78
2017-01-22,29,28,27,69,41,82,69,35,73,42,58,71,31,31,32,58,70,46,19,20,8,61,81,3,68,76,92,24,15,43,86,71,72,36,13,29,2,8,48,14,60,46,47,84,42,50,65,5,74,26,40,28,85,11,39,34,69,54,27,34,5,54,16,45,70,36,52,99
2017-01-29,35,31,40,85,40,83,74,68,82,46,55,85,65,25,31,43,70,43,17,46,80,81,83,3,69,53,82,42,35,100,90,58,88,35,15,27,4,10,51,14,59,53,100,86,30,56,61,6,79,100,30,42,85,20,19,17,82,68,62,26,6,59,16,45,100,60,44,95
2017-02-05,20,28,27,79,29,80,69,45,69,39,54,100,87,30,18,46,69,40,9,32,47,63,78,4,57,51,82,27,23,55,86,60,78,35,13,17,4,8,50,13,54,58,61,78,27,50,63,5,66,26,0,47,88,16,9,22,71,51,30,32,5,57,77,47,70,38,39,90
2017-02-12,25,33,25,76,26,81,69,37,75,40,46,67,100,24,18,37,67,48,19,0,8,54,75,3,62,43,88,58,15,68,81,52,83,35,14,19,3,13,48,10,46,42,56,82,28,61,45,7,48,19,20,34,79,11,0,28,72,60,30,39,5,56,0,62,60,40,32,73
2017-02-19,19,37,25,71,30,79,70,39,78,42,59,75,89,46,19,36,68,43,12,39,24,48,77,5,59,49,76,29,19,53,82,83,72,34,13,16,5,8,37,15,51,54,49,91,29,63,87,5,56,22,30,49,81,17,39,28,69,65,88,49,5,57,16,71,58,38,39,89
2017-02-26,21,30,33,83,24,83,74,34,84,43,55,83,70,33,12,46,67,40,14,44,31,49,76,5,58,52,65,24,14,38,82,46,94,36,14,16,4,10,56,11,55,46,42,100,28,50,47,7,79,18,38,40,81,21,0,27,65,61,21,44,5,63,0,46,72,38,42,83
2017-03-05,38,20,27,88,26,83,73,33,96,43,59,79,37,55,37,49,65,50,10,32,71,55,87,9,53,51,65,28,13,33,89,73,82,37,15,19,2,11,24,14,54,51,41,98,31,61,64,5,65,16,10,7,86,33,19,34,63,78,35,23,5,59,47,70,75,39,38,58
2017-03-12,31,16,27,84,22,87,70,34,80,37,57,89,38,39,25,30,73,48,17,51,16,59,76,3,64,49,58,19,17,28,76,52,87,35,14,17,4,5,52,13,54,44,32,92,30,51,64,5,52,14,10,20,88,16,48,17,71,75,43,29,4,56,0,48,58,31,39,79
2017-03-19,25,13,21,80,24,81,72,29,84,42,56,75,21,37,62,24,57,39,14,6,32,57,83,5,50,46,67,14,17,25,81,61,66,36,13,17,1,12,57,9,51,51,32,84,23,52,57,5,86,11,10,28,82,31,10,45,60,71,53,24,4,55,0,48,69,30,38,69
2017-03-26,43,13,24,83,26,81,70,34,82,33,52,87,31,31,44,19,57,49,15,26,40,59,73,3,50,46,62,13,17,21,72,49,71,36,13,17,3,7,46,10,47,47,35,89,30,60,31,5,80,11,40,63,85,11,20,40,65,61,62,20,4,58,48,41,60,30,36,55
2017-04-02,22,10,24,85,23,84,71,33,93,52,62,74,33,16,32,27,55,54,12,7,32,66,92,3,48,40,55,15,9,21,86,59,73,35,13,16,4,7,31,14,53,44,47,90,29,69,54,5,72,18,20,28,83,34,49,34,79,60,45,32,5,60,0,41,66,42,39,67
2017-04-09,11,10,21,72,25,82,69,24,85,44,67,77,23,22,32,39,57,46,10,0,25,49,88,4,60,46,56,12,2,21,88,62,66,34,12,16,2,8,38,9,57,39,38,94,27,63,74,5,70,15,51,36,80,20,20,29,93,75,54,18,4,56,0,46,63,28,39,69
2017-04-16,21,10,30,79,27,81,67,31,70,37,64,78,31,28,6,37,59,43,19,7,57,57,80,3,55,47,54,14,15,23,86,71,65,35,14,4,4,8,39,11,51,43,49,80,25,57,42,6,65,12,0,56,87,20,29,23,86,71,54,16,4,58,16,41,64,40,39,75
2017-04-23,16,10,25,84,27,83,75,25,76,48,63,62,26,25,13,45,68,39,5,13,48,54,74,4,69,46,62,15,15,21,73,60,73,37,15,35,4,7,30,11,58,45,42,85,32,63,69,7,59,10,20,70,94,37,10,51,51,84,58,26,4,58,16,60,63,39,46,67
2017-04-30,33,9,28,81,25,82,72,28,80,46,56,77,28,43,100,68,67,46,10,13,96,50,76,5,62,51,62,19,13,24,62,75,59,36,15,11,2,8,42,12,55,41,32,85,31,52,57,6,49,15,20,55,89,39,48,34,38,77,57,30,5,57,0,63,56,35,41,76
2017-05-07,30,8,36,84,22,81,69,26,82,39,57,66,29,16,25,48,74,50,17,13,48,53,77,3,63,50,53,11,15,20,58,79,60,35,13,14,3,5,22,12,51,45,42,78,28,57,77,5,76,13,71,7,92,31,49,34,36,78,36,25,4,55,32,49,62,50,43,74
2017-05-14,32,10,33,73,25,79,65,28,78,42,56,82,17,30,7,41,70,40,18,0,17,45,75,3,51,46,57,14,11,19,57,73,49,37,15,25,2,5,59,10,55,44,52,75,30,62,57,8,58,7,11,37,93,21,52,42,30,68,61,26,4,59,34,64,56,31,45,70
2017-05-21,14,8,20,78,24,87,65,25,66,44,51,68,24,20,34,41,58,40,13,21,35,53,81,4,58,47,55,11,9,16,59,47,56,36,15,20,1,5,47,10,54,47,22,87,26,44,45,6,47,7,22,8,91,21,31,43,31,94,57,20,4,58,0,48,50,28,39,58
2017-05-28,7,10,20,68,24,81,62,27,77,38,53,78,25,49,0,32,61,52,24,7,45,48,68,3,52,57,58,12,12,16,56,57,52,34,13,12,4,7,39,9,56,44,21,81,24,48,34,4,32,14,11,55,84,19,43,45,30,84,45,12,4,61,0,46,61,29,49,79
2017-06-04,29,6,23,79,19,85,64,27,67,39,55,76,21,30,20,27,47,45,8,28,17,46,83,1,50,49,47,11,21,18,61,54,49,35,15,11,2,3,31,10,64,38,42,83,30,59,57,5,60,9,32,22,90,21,10,18,32,70,38,16,4,58,34,52,63,40,51,66
2017-06-11,16,12,21,58,21,81,65,26,80,49,62,79,20,37,21,42,43,53,27,7,18,55,73,4,29,53,55,9,2,16,57,48,46,37,13,17,2,4,38,9,54,46,36,80,25,39,34,6,52,10,33,38,89,34,43,44,31,72,83,20,4,58,0,62,61,36,44,47
2017-06-18,10,8,34,62,21,86,64,26,80,51,73,78,12,16,13,27,42,57,21,7,34,51,83,3,33,58,58,13,5,17,55,51,44,37,13,10,1,3,39,8,65,40,40,89,28,45,16,5,62,12,32,7,99,42,31,36,31,84,38,9,4,59,0,72,63,45,51,66
2017-06-25,18,8,27,55,22,87,64,30,96,40,72,64,22,17,35,32,40,47,32,7,9,61,83,13,44,53,60,10,7,15,57,42,42,33,13,16,1,2,41,9,75,39,26,84,32,57,47,4,40,10,45,31,86,28,11,19,33,91,39,11,5,59,35,71,64,33,66,56
2017-07-02,13,10,26,53,26,83,54,25,73,41,75,79,15,29,15,30,41,54,26,8,28,41,73,7,31,46,78,14,5,15,56,45,29,31,14,27,3,3,30,7,91,42,38,73,26,73,45,6,67,7,12,49,83,13,46,27,32,85,21,11,5,60,0,62,60,37,81,71
2017-07-09,9,9,18,65,23,84,70,29,72,48,66,81,13,31,35,32,54,53,24,7,18,52,79,5,37,54,50,6,10,14,58,61,40,36,17,20,2,5,31,7,69,48,51,84,33,52,64,4,65,8,22,70,90,19,22,6,31,82,79,8,4,62,17,41,66,37,55,59
2017-07-16,12,9,21,67,24,87,66,31,65,48,68,82,16,10,28,58,50,55,43,0,18,47,78,4,34,59,51,10,5,15,53,44,42,36,18,17,2,3,28,7,61,41,26,79,30,75,17,4,52,7,56,15,82,16,21,19,30,80,20,12,5,60,35,99,63,46,58,56
2017-07-23,21,8,28,67,26,78,69,28,74,41,68,90,16,21,28,73,45,53,22,0,18,45,82,5,38,63,55,12,10,18,58,51,51,39,18,15,1,8,47,9,62,37,57,76,27,58,64,5,61,5,45,23,93,6,11,82,35,86,39,16,4,60,0,12,62,47,44,77
2017-07-30,10,10,28,74,27,83,67,24,75,37,58,72,24,7,13,56,44,41,49,7,17,59,83,6,36,56,56,12,18,26,58,45,45,36,21,20,3,8,31,10,53,36,30,76,32,43,33,4,64,8,21,60,90,30,31,18,33,70,28,21,4,62,0,16,65,53,48,82
2017-08-06,29,9,20,63,24,81,70,31,79,42,59,85,10,23,13,51,41,50,15,21,17,49,84,7,39,59,56,10,9,17,56,37,46,38,21,9,2,6,41,6,55,41,45,80,32,46,37,4,67,8,21,37,86,15,21,42,33,74,47,5,4,60,17,48,68,59,42,69
2017-08-13,15,8,26,67,24,81,65,26,78,45,58,72,17,36,20,34,44,40,15,7,26,55,79,6,26,51,44,11,12,18,53,41,45,36,23,21,1,4,33,12,51,42,47,69,30,44,28,5,54,6,43,30,90,12,21,18,31,63,38,9,4,61,0,44,62,48,43,53
2017-08-20,8,8,18,59,22,77,67,28,80,34,53,72,27,20,46,47,51,35,15,21,17,42,82,7,38,56,49,9,9,14,52,50,47,37,38,24,4,6,48,8,48,41,34,73,26,43,36,4,58,7,32,29,88,21,31,6,31,71,61,24,4,59,17,43,59,47,40,62
2017-08-27,23,8,24,68,24,77,71,21,85,66,63,70,13,35,26,34,55,51,47,0,49,49,67,14,50,48,57,14,11,17,54,46,45,35,62,27,3,6,72,10,49,41,29,61,36,49,43,5,81,10,21,29,91,12,50,35,30,60,73,20,4,60,16,38,57,50,47,72
2017-09-03,19,6,24,67,26,83,66,37,83,44,55,70,33,28,44,26,64,40,15,13,24,51,73,6,43,48,62,14,15,20,59,36,55,33,77,17,1,4,65,11,52,43,38,64,32,48,46,4,92,8,30,7,84,20,20,17,28,68,36,31,4,56,0,57,63,41,37,70
2017-09-10,13,6,27,71,22,83,72,27,80,36,60,74,15,25,57,29,61,49,19,20,89,51,87,6,38,52,48,13,15,16,61,48,41,37,14,13,2,4,46,10,53,46,49,62,35,51,31,7,87,8,40,49,85,23,68,23,33,78,40,34,4,57,16,26,63,78,39,83
2017-09-17,22,6,26,84,29,81,71,33,80,40,62,91,23,26,20,30,57,40,15,70,51,49,79,3,38,49,50,13,7,18,60,52,50,37,12,17,2,3,43,13,46,56,45,66,30,41,61,4,87,11,21,22,86,18,10,30,32,65,38,26,3,58,17,32,60,57,35,73
2017-09-24,26,9,29,82,23,81,74,24,87,38,60,84,21,30,34,28,54,42,10,7,43,43,84,9,61,63,51,14,14,18,69,48,73,36,13,22,1,8,54,16,57,43,35,66,37,58,54,3,72,14,44,38,87,24,74,25,43,72,48,26,4,61,0,57,52,69,41,75
2017-10-01,17,8,27,84,21,100,75,30,72,34,60,71,17,33,43,50,58,37,19,13,78,56,75,11,53,50,57,13,21,16,64,39,46,34,12,20,2,6,50,18,49,40,29,64,31,66,60,4,77,17,69,48,84,22,9,17,36,58,69,19,4,57,46,69,59,63,36,58
2017-10-08,23,7,30,79,22,84,78,26,89,32,66,68,17,30,54,35,55,43,14,0,77,46,84,64,59,55,54,13,23,17,59,66,61,35,12,16,1,5,42,13,45,42,22,59,35,56,51,8,70,11,58,53,88,16,37,16,39,64,38,15,4,58,15,90,63,69,34,49
